0,1,1,10600000,1,1,2,1293800000,1357200000,1405700000
0,2,2,40000,1,2,1,1199100000,1314100000,1314100000
0,3,3,2535000,1,1,2,1277900000,1262300000,1297800000
0,4,3,4462700,1,3,4,1199100000,1255500000,1389700000
0,5,4,4059100,2,4,4,1290200000,1355500000,1384300000
0,6,5,10000000,3,5,3,1230800000,1293800000,1406800000
0,7,1,1250000,1,1,2,1316100000,1320200000,1322600000
0,8,6,35000000,1,6,1,946680000,1268000000,1268000000
0,9,7,2050000,1,7,4,978310000,1245300000,1325000000
1,10,3,50000,1,8,1,1238500000,1238500000,1238500000
0,11,8,100000,4,9,1,1246400000,1277900000,1277900000
0,12,6,77500,1,10,1,1262300000,1318400000,1318400000
0,13,9,3000000,1,1,1,1325400000,1352200000,1352200000
0,14,10,270000,4,11,2,1328100000,1335800000,1352800000
0,15,11,794000,1,12,6,1317900000,1328500000,1388500000
0,16,12,650270,5,13,2,1325400000,1346500000,1385100000
0,17,7,40000,6,14,1,1325400000,1361100000,1361100000
0,18,6,378810,7,15,1,1357000000,1395100000,1395100000
0,19,13,66450000,1,16,8,1167600000,1206600000,1386800000
0,20,14,500000,1,17,1,1262300000,1273000000,1273000000
0,21,12,5500000,1,1,2,1263200000,1246400000,1303900000
0,22,6,1200000,1,1,2,1304200000,1325400000,1358200000
1,23,15,50000,1,18,1,1242300000,1243800000,1243800000
0,24,6,199960,1,19,1,1136100000,1244700000,1244700000
0,25,6,14000000,1,16,1,631150000,1018900000,1018900000
0,26,16,84440000,3,20,3,1072900000,1199100000,1391200000
0,27,17,1750000,1,21,1,441760000,1299000000,1299000000
0,28,18,9478500,3,5,3,1104500000,1136100000,1372600000
0,29,19,40000,8,22,1,1232300000,1207300000,1207300000
1,30,7,50000,1,23,1,1214800000,1214800000,1214800000
0,31,6,1450000,1,19,1,1262300000,1366600000,1366600000
0,32,20,500000,1,24,1,1293800000,1375700000,1375700000
0,33,21,19299,9,25,1,1346500000,1375700000,1375700000
0,34,13,30000,1,26,1,1317400000,1324300000,1324300000
0,35,7,117000000,1,6,4,978310000,1320300000,1390500000
0,36,7,750000,1,27,1,1249100000,1349000000,1349000000
0,37,22,1500000,1,1,2,1322700000,1372700000,1385900000
0,38,9,150000,1,28,1,957140000,1348500000,1348500000
0,39,10,29750000,10,29,1,1157100000,1215100000,1215100000
0,40,23,41000000,1,30,5,1199100000,1281000000,1374200000
0,41,3,1236500,5,31,3,1325400000,1352900000,1401600000
0,42,24,2800000,1,6,2,1188600000,1254400000,1280600000
0,43,13,1464100,3,5,1,1072900000,1264100000,1264100000
0,44,6,100000000,3,5,2,1255700000,1354300000,1380600000
0,45,6,250000,11,32,1,1262300000,1381800000,1381800000
0,46,6,1610500,3,20,2,1125500000,1272700000,1285900000
0,47,9,111950000,1,1,6,1143800000,1178000000,1406600000
0,48,25,50000,12,33,1,1306900000,1313400000,1313400000
0,49,26,500000,1,17,1,1167600000,1248300000,1248300000
0,50,27,16000000,1,16,1,1262300000,1281900000,1281900000
1,51,6,50000,1,34,1,1262300000,1306200000,1306200000
0,52,19,4000000,13,35,1,978310000,1194300000,1194300000
0,53,6,2000000,3,5,1,1072900000,1101900000,1101900000
0,54,7,118000,1,36,1,1343200000,1337200000,1337200000
0,55,6,5844800,1,1,1,1199100000,1382900000,1382900000
0,56,6,3000000,14,37,3,1199100000,1293800000,1401800000
0,57,10,7000000,15,38,2,1334200000,1346500000,1396200000
0,58,6,6785900,12,33,1,1199100000,1282700000,1282700000
0,59,6,383000,4,39,2,1277900000,1270100000,1349800000
0,60,10,165000000,16,40,1,1230800000,1371500000,1371500000
0,61,6,250000,1,1,1,1322700000,1384000000,1384000000
0,62,6,275000,1,41,1,1199100000,1270800000,1270800000
0,63,3,966730,17,42,2,1304200000,1312800000,1352400000
0,64,15,1660000,2,4,1,970360000,1213800000,1213800000
0,65,6,85000000,1,43,1,887500000,1112100000,1112100000
0,66,28,27644000,1,19,3,1262300000,1323100000,1383600000
0,67,24,300000,4,9,2,1083400000,1185900000,1212300000
0,68,6,95875000,1,7,6,1199100000,1237900000,1382300000
0,69,29,80000,12,44,1,1327400000,1306900000,1306900000
0,70,30,25000,1,21,1,1364800000,1369000000,1369000000
0,71,31,2274700,7,15,1,1341100000,1393600000,1393600000
0,72,12,25655000,1,6,5,1188600000,1233900000,1342700000
0,73,32,17800000,1,45,1,883610000,1407700000,1407700000
0,74,33,5000000,3,20,1,946680000,1243800000,1243800000
0,75,6,7650000,12,33,1,1199100000,1358200000,1358200000
0,76,19,1543900,2,4,1,1262300000,1380500000,1380500000
0,77,34,4100000,12,46,2,1183200000,1334900000,1376800000
0,78,35,1200000,18,47,1,1199100000,1359300000,1359300000
0,79,20,1574000,3,5,2,915150000,1301600000,1341100000
0,80,36,25000,1,1,1,1388500000,1394800000,1394800000
0,81,10,1600000,1,16,1,1262300000,1326400000,1326400000
0,82,37,1719600,19,48,2,1312200000,1312200000,1405000000
0,83,9,133620,5,49,1,1199100000,1293800000,1293800000
1,84,38,500000,1,16,2,1277300000,1277300000,1306900000
0,85,39,5740000,1,28,2,1104500000,1358100000,1393900000
0,86,40,75000,20,50,1,1357800000,1357800000,1357800000
0,87,9,1465000,1,51,1,1262300000,1360000000,1360000000
0,88,7,1250000,1,52,1,862440000,1262300000,1262300000
1,89,15,503000,1,18,2,1293800000,1308700000,1363800000
0,90,41,4500000,21,53,2,1364800000,1377600000,1409600000
0,91,42,1200000,1,54,2,1293800000,1330600000,1362100000
0,92,6,2670000,15,55,2,1301600000,1293800000,1349000000
0,93,13,35000000,1,56,2,1230800000,1352100000,1378900000
0,94,10,2065000,13,35,2,1149100000,1196500000,1280600000
0,95,6,909940,1,57,3,1262300000,1295600000,1374700000
0,96,6,19500000,1,58,2,504920000,1389700000,1397600000
0,97,43,150000,1,51,1,1230800000,1354500000,1354500000
0,98,17,750000,1,6,1,1257000000,1376600000,1376600000
0,99,6,2250000,1,1,2,1325400000,1333100000,1396400000
0,100,10,1700000,22,59,1,1253000000,1293800000,1293800000
0,101,44,20000000,1,19,1,1041400000,1144200000,1144200000
0,102,10,746190,3,5,2,1120200000,1141200000,1170300000
0,103,45,13708000,3,60,3,1162300000,1187600000,1267400000
0,104,46,4000000,1,1,1,1104500000,1183200000,1183200000
0,105,47,65000000,1,1,3,1086000000,1104500000,1222000000
0,106,6,25920000,1,1,4,1154400000,1264700000,1370500000
0,107,6,1011600,1,16,3,1167600000,1265600000,1319200000
0,108,10,1394300,2,61,1,1104500000,1226600000,1226600000
0,109,48,5000000,23,62,2,1196500000,1271700000,1366800000
0,110,9,390000,1,1,3,1293800000,1314700000,1373900000
0,111,6,2000000,1,63,1,1199100000,1313700000,1313700000
0,112,27,15153000,7,64,1,1167600000,1393800000,1393800000
0,113,27,15000000,1,19,3,915150000,1189000000,1267100000
1,114,6,272000,10,65,1,1041400000,1178000000,1178000000
0,115,9,78089000,1,1,4,1172700000,1247200000,1371800000
0,116,49,3393900,1,30,2,1193900000,1203500000,1274800000
0,117,50,1050000,1,30,3,1201000000,1207000000,1275400000
0,118,46,750000,1,7,1,1262300000,1310300000,1310300000
0,119,51,38065000,1,1,4,1072900000,1147000000,1334100000
0,120,6,1000000,1,30,1,1072900000,1276600000,1276600000
0,121,52,17400000,1,1,4,1293800000,1314800000,1359600000
0,122,9,37957000,1,16,3,1293800000,1329200000,1365700000
0,123,27,20900,1,66,1,1104500000,1381100000,1381100000
0,124,10,3379000,1,28,1,1104500000,1323600000,1323600000
0,125,53,9416400,1,1,6,1136100000,1154400000,1265200000
0,126,12,70288000,1,1,8,1072900000,1109600000,1406900000
0,127,43,20000000,1,45,5,1104500000,1119000000,1344500000
0,128,54,50000,1,1,1,1325400000,1377500000,1377500000
0,129,9,7000000,1,67,1,1293800000,1324400000,1324400000
0,130,7,2235000,1,68,5,1238500000,1309500000,1374800000
0,131,12,1121100,7,69,4,1268200000,1299700000,1376500000
0,132,55,1000,24,70,1,1373600000,1400000000,1400000000
0,133,56,762500,20,71,1,1375300000,1377700000,1377700000
0,134,7,12900000,1,1,6,1262300000,1260800000,1363000000
0,135,30,9325000,12,33,2,1254400000,1307100000,1375800000
0,136,7,9300000,3,72,3,1036100000,1078100000,1196500000
0,137,57,389670,3,73,1,1325400000,1375300000,1375300000
0,138,6,27000000,3,20,3,1104500000,1146400000,1183200000
0,139,19,10100000,3,5,3,1293800000,1322700000,1385900000
0,140,15,1500000,3,5,2,1185900000,1207000000,1280600000
0,141,6,3000000,5,13,1,1310600000,1320100000,1320100000
0,142,7,200000000,3,5,2,1268600000,1291200000,1309500000
0,143,30,30000000,3,74,2,1112300000,1180700000,1196500000
0,144,6,876780000,3,75,6,1104500000,1138800000,1403800000
0,145,58,5100000,7,15,1,1293800000,1402500000,1402500000
0,146,3,385980,9,25,1,1325400000,1374500000,1374500000
0,147,6,250000,1,76,1,1072900000,1279100000,1279100000
0,148,59,12800000,1,6,3,1167600000,1175400000,1248300000
0,149,20,15873,7,15,1,1300500000,1332100000,1332100000
0,150,6,50000,1,36,1,1136100000,1368500000,1368500000
0,151,6,440000,1,6,2,1325400000,1333000000,1357600000
0,152,15,3987700,25,77,2,1371500000,1283300000,1378200000
0,153,32,180000,1,52,1,1374500000,1392900000,1392900000
0,154,60,250000,1,6,1,1341400000,1346500000,1346500000
0,155,10,7000000,1,1,1,1199100000,1213300000,1213300000
0,156,61,17130000,1,19,4,1230800000,1245200000,1289300000
0,157,18,1300000,7,78,3,1243800000,1246200000,1295400000
0,158,6,2700000,1,79,1,1357000000,1404700000,1404700000
0,159,3,100000,1,1,1,1285900000,1285900000,1285900000
0,160,47,2000000,1,1,1,1230800000,1314100000,1314100000
0,161,22,17800000,1,76,4,1199100000,1282500000,1402400000
0,162,62,12000000,1,1,1,1357000000,1400500000,1400500000
0,163,6,6700000,1,76,2,1072900000,1131700000,1170200000
0,164,15,52589000,26,80,2,1212300000,1264000000,1312400000
0,165,63,2450000,1,52,5,1299100000,1332200000,1402200000
1,166,3,650000,16,81,1,1274700000,1298900000,1298900000
0,167,27,9860000,1,16,4,1230800000,1323700000,1387500000
0,168,20,47566,18,47,1,1293800000,1333800000,1333800000
1,169,7,6528900,1,63,3,1136100000,1234100000,1342100000
0,170,44,20100000,7,15,4,1072900000,1125500000,1385300000
0,171,15,1136500,3,5,1,1041400000,1272700000,1272700000
0,172,6,460780,1,19,2,1357000000,1382900000,1405900000
0,173,9,1613000,1,82,1,852080000,1307300000,1307300000
0,174,15,3989800,3,73,3,1199100000,1241100000,1293800000
0,175,47,9850000,1,83,4,1136100000,1293800000,1381800000
0,176,64,600000,1,84,2,1238500000,1262300000,1387400000
0,177,65,269260,21,53,2,1362100000,1364900000,1372100000
0,178,47,34000000,3,5,3,1087900000,1199100000,1316600000
0,179,7,100000,1,85,1,1325400000,1361200000,1361200000
0,180,17,5100000,1,86,1,1293800000,1321600000,1321600000
0,181,66,140000,7,15,2,1391200000,1391200000,1407200000
0,182,67,21500000,26,80,4,1337600000,1325600000,1406900000
0,183,7,15590000,1,57,3,1225500000,1258300000,1300700000
0,184,44,2780000,1,1,2,1218200000,1351200000,1409200000
0,185,16,24600000,3,20,1,1293800000,1384300000,1384300000
0,186,10,150000,27,87,1,1306900000,1385900000,1385900000
0,187,68,30609000,1,1,1,536460000,1317600000,1317600000
0,188,69,4500000,1,1,2,1357000000,1373500000,1378200000
0,189,13,15100000,1,16,2,1325400000,1346800000,1377600000
0,190,70,100000,11,32,1,1372600000,1378000000,1378000000
0,191,10,30000000,3,88,1,1283300000,1322700000,1322700000
0,192,71,81574000,3,20,4,1104500000,1146000000,1355900000
0,193,72,35000000,1,1,1,1201800000,1303900000,1303900000
0,194,73,105650,4,9,2,1262300000,1333100000,1338500000
0,195,7,20000,13,89,1,1332200000,1346500000,1346500000
0,196,6,210000,13,35,3,1297600000,1291200000,1374500000
1,197,74,80000,3,5,2,1258500000,1258500000,1262700000
0,198,7,9600000,3,20,2,1109600000,1104500000,1199100000
1,199,64,70000,15,90,1,1304200000,1304200000,1304200000
0,200,12,1432100,25,77,3,1317400000,1329400000,1358300000
0,201,75,4100000,1,91,2,1293800000,1378900000,1383000000
0,202,6,900000,1,19,1,1357000000,1383500000,1383500000
0,203,22,925000,1,19,2,1275400000,1369900000,1380800000
0,204,6,435400,1,63,1,1009800000,1311600000,1311600000
0,205,76,118000000,1,1,4,1096600000,1104500000,1380800000
0,206,44,50000000,3,73,2,946680000,1096600000,1134000000
0,207,9,20000000,1,92,1,284000000,1326200000,1326200000
0,208,44,350000,1,52,1,959730000,1385900000,1385900000
1,209,9,500000,1,93,1,1199100000,1294000000,1294000000
0,210,2,6000000,1,1,2,1183200000,1167600000,1222800000
0,211,77,20000000,1,79,1,1136100000,1401800000,1401800000
0,212,9,40000000,1,51,1,599620000,1331300000,1331300000
0,213,20,151020,20,71,2,1275400000,1325100000,1335800000
0,214,10,4260000,28,94,1,1230800000,1244000000,1244000000
0,215,1,500000,1,19,1,954630000,1289400000,1289400000
0,216,6,3409300,7,15,1,220920000,1375300000,1375300000
0,217,19,3356700,23,62,1,1167600000,1406600000,1406600000
0,218,26,825000,1,1,1,1357000000,1387900000,1387900000
0,219,9,400990,12,44,3,1293800000,1288700000,1396800000
0,220,6,1770000,2,95,1,978310000,1131400000,1131400000
0,221,6,4540000,9,96,1,915150000,1141900000,1141900000
0,222,3,4400000,1,1,2,852080000,1146800000,1241400000
0,223,78,2700000,19,97,1,567990000,1379900000,1379900000
0,224,7,1300000,1,6,6,1343800000,1375100000,1404200000
0,225,17,6790000,1,79,2,662690000,1237200000,1300100000
0,226,79,375000,15,38,1,1072900000,1348600000,1348600000
0,227,80,78800000,7,15,2,883610000,1307500000,1335500000
0,228,20,147000,29,98,1,1280600000,1293800000,1293800000
0,229,9,2000000,12,33,1,1262300000,1398600000,1398600000
1,230,9,805910,7,15,1,978310000,1190300000,1190300000
1,231,12,25000,13,99,1,1196800000,1168000000,1168000000
0,232,9,750000,1,8,1,1357000000,1387200000,1387200000
0,233,7,19148000,1,79,5,1251800000,1277800000,1391700000
0,234,9,39610000,1,1,3,959820000,1340100000,1409100000
0,235,9,2250200,1,21,1,1293800000,1321600000,1321600000
0,236,73,60000,1,6,1,1263500000,1392600000,1392600000
0,237,57,1500000,1,100,1,1230800000,1329700000,1329700000
0,238,57,583000000,1,57,4,946680000,1166100000,1396800000
0,239,17,9000000,1,6,2,1199100000,1368500000,1395100000
0,240,3,6467300,1,16,1,1199100000,1310400000,1310400000
0,241,57,4768700,7,15,1,1199100000,1332700000,1332700000
0,242,81,14131000,1,1,4,1262300000,1291900000,1394600000
0,243,82,500000,1,79,1,903310000,1223400000,1223400000
0,244,9,25931000,1,101,5,1293800000,1325600000,1391500000
0,245,43,12005000,1,36,5,1104500000,1250500000,1328100000
0,246,6,1273000,1,1,1,1167600000,1309300000,1309300000
0,247,83,150000,1,30,1,1252500000,1384100000,1384100000
0,248,53,3000000,3,5,1,1217500000,1391200000,1391200000
1,249,84,510000000,1,102,2,1167600000,1278400000,1292400000
0,250,85,17088000,1,1,3,1360000000,1261400000,1402400000
0,251,3,3739400,1,103,4,1275400000,1304200000,1403000000
0,252,3,7618200,1,104,3,1136100000,1227700000,1247700000
0,253,6,2100000,1,1,1,1009800000,1117600000,1117600000
0,254,86,2500000,19,105,1,928200000,1094000000,1094000000
0,255,6,450000,1,10,1,1214900000,1313500000,1313500000
0,256,17,960000,1,106,2,1275400000,1354700000,1385300000
0,257,19,50000,1,16,1,1178200000,1287600000,1287600000
0,258,57,132500,1,57,1,1230800000,1348000000,1348000000
0,259,6,2757300,1,36,3,1235900000,1273100000,1360600000
